method,source_method,query_idx,query_name,k,effective_k,temperature,status,skip_reason,norm_l2,acc_at_0_1,recall,cosine,module,edit_cost,provenance_max_weight,provenance_entropy_norm,provenance_effective_exemplars,topk_names,topk_scores,weights,metric_impl
EPR-K3,TRR,241,Stripped Acoustic,3,3,0.05,ok,,0.2296490304471615,0.6666666666666666,0.7727272727272727,0.7956343048364244,0.3333333333333333,12.3257987196,0.5736498998,0.8843013112,2.3661643933,"[""Piano Ballad"", ""Broken Beat"", ""Experimental Folk""]","[0.8582469079544379, 0.8166525757042764, 0.7993635052939396]","[0.573649899848614, 0.24966814964277922, 0.17668195050860677]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,241,Stripped Acoustic,5,5,0.05,ok,,0.22278834339550208,0.6666666666666666,0.7727272727272727,0.8048460397423561,0.3333333333333333,12.0830378233,0.4353017039,0.9051593937,3.670556785,"[""Piano Ballad"", ""Broken Beat"", ""Experimental Folk"", ""Crunk Bounce"", ""Flamenco Guitar""]","[0.8582469079544379, 0.8166525757042764, 0.7993635052939396, 0.7942368513975848, 0.7938886706302581]","[0.4353017038595404, 0.18945522516022642, 0.13407124121859, 0.12100577014790995, 0.1201660596137333]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,831,Complex Jazz Fusion Groove,3,3,0.05,ok,,0.04759095361047946,0.9487179487179487,0.9166666666666666,0.9931167728717023,1.0,0.7572184247,0.3558675012,0.9985717535,2.99063094,"[""Latin Rock Fusion Sunset"", ""Country Rock Twang Frontier"", ""Deep House Pulse""]","[0.7214721808216719, 0.718294255188338, 0.7146018313832212]","[0.35586750115790233, 0.33395289869054956, 0.3101796001515481]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,831,Complex Jazz Fusion Groove,5,5,0.05,ok,,0.04305965681656281,0.9487179487179487,0.9166666666666666,0.9941674978365219,1.0,0.7452695107,0.2223105768,0.9985066514,4.9758783719,"[""Latin Rock Fusion Sunset"", ""Country Rock Twang Frontier"", ""Deep House Pulse"", ""Southern Soul Gospel Memphis"", ""Contemporary Jazz Blue""]","[0.7214721808216719, 0.718294255188338, 0.7146018313832212, 0.7143578782624389, 0.7115986219320466]","[0.22231057683946875, 0.2086205155108195, 0.1937693259686835, 0.19282621595028054, 0.1824733657307476]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,534,Reggae Skank Mystic,3,3,0.05,ok,,0.03772110383930443,0.9230769230769231,0.875,0.9950386789151071,1.0,0.6837818536,0.6597754106,0.7982641075,2.027619162,"[""Motown Soul Smooth"", ""Neo-Soul Rhythm Soulful"", ""Modern R&B Memphis""]","[0.7881545874752027, 0.7210118714842153, 0.7197452101135038]","[0.6597754106039976, 0.17226692619108364, 0.16795766320491887]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,534,Reggae Skank Mystic,5,5,0.05,ok,,0.037178025263324296,0.9230769230769231,0.875,0.9951849532070038,1.0,0.6598156365,0.5183595491,0.8431928696,3.0540617613,"[""Motown Soul Smooth"", ""Neo-Soul Rhythm Soulful"", ""Modern R&B Memphis"", ""Reggae Skank Sahara"", ""Memphis Soul Soulful""]","[0.7881545874752027, 0.7210118714842153, 0.7197452101135038, 0.7112519155323186, 0.7073558227303527]","[0.5183595491342602, 0.13534333768123907, 0.13195771951070975, 0.11134301625939191, 0.10299637741439911]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,282,3-Chord Punk,3,3,0.05,ok,,0.25466356817986935,0.6551724137931034,0.5,0.7555449543410325,0.5555555555555556,9.3667157757,0.396356517,0.991819101,2.945770605,"[""Distorted Cassette"", ""Scandinavian Black Metal"", ""K-Pop Polished""]","[0.8546598447924176, 0.8425771378232998, 0.8394457809317785]","[0.39635651701961555, 0.31126976953909163, 0.2923737134412929]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,282,3-Chord Punk,5,5,0.05,ok,,0.2545084272050857,0.6724137931034483,0.5294117647058824,0.7535369027735567,0.5555555555555556,9.1598695869,0.2915343361,0.9700378369,4.5671934542,"[""Distorted Cassette"", ""Scandinavian Black Metal"", ""K-Pop Polished"", ""Britpop Jangle"", ""Cosmic Disco""]","[0.8546598447924176, 0.8425771378232998, 0.8394457809317785, 0.8197297242384789, 0.8100636906455994]","[0.2915343360653984, 0.2289500025940476, 0.21505128027670103, 0.14497413957221317, 0.11949024149163989]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,537,K-Pop Shimmer Sunset,3,3,0.05,ok,,0.19626622151767917,0.7407407407407407,0.56,0.8373019734723575,0.3333333333333333,7.9820809781,0.4852592948,0.9552962893,2.7177065515,"[""Britpop Shimmer"", ""Deathcore Breakdown Rage"", ""Raw Black Metal Rage""]","[0.8996920579044392, 0.8681642050850832, 0.8678025298453722]","[0.48525929482133373, 0.2583011933702645, 0.2564395118084017]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,537,K-Pop Shimmer Sunset,5,5,0.05,ok,,0.19699158723499607,0.7222222222222222,0.52,0.8364385004744546,0.3333333333333333,7.9648598466,0.3359094539,0.9666645138,4.4624410827,"[""Britpop Shimmer"", ""Deathcore Breakdown Rage"", ""Raw Black Metal Rage"", ""Raw Black Metal Onslaught"", ""Latin Rock Fusion Tropical""]","[0.8996920579044392, 0.8681642050850832, 0.8678025298453722, 0.8651266449509181, 0.8557565769156853]","[0.33590945385922444, 0.17880298991106916, 0.17751428417502474, 0.16826386664094303, 0.1395094054137387]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,722,Modular Hybrid Echo,3,3,0.05,ok,,0.3280611476189102,0.5961538461538461,0.4642857142857143,0.7164908981284863,0.5714285714285714,12.2961235592,0.7077432584,0.7340963061,1.8393156335,"[""Memphis Soul Philly"", ""Granular Texture Drift"", ""Funeral Doom Onslaught""]","[0.8982412621315632, 0.8213864628009221, 0.8172509837603111]","[0.7077432584410815, 0.15216803626832492, 0.1400887052905936]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,722,Modular Hybrid Echo,5,5,0.05,ok,,0.32644130346997635,0.6153846153846154,0.4642857142857143,0.7204270926868466,0.5714285714285714,12.2380999701,0.608680604,0.7294665728,2.4109051908,"[""Memphis Soul Philly"", ""Granular Texture Drift"", ""Funeral Doom Onslaught"", ""Post-Metal Swell Onslaught"", ""Shoegaze Wall Aether""]","[0.8982412621315632, 0.8213864628009221, 0.8172509837603111, 0.8116655260043335, 0.751311391227568]","[0.6086806040389663, 0.13086911267122717, 0.12048052275783531, 0.10774625240145609, 0.032223508130515215]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,857,Cool Jazz Blue,3,3,0.05,ok,,0.19887661813743265,0.7777777777777778,0.64,0.8382903422764522,0.3333333333333333,7.6883131544,0.4289638255,0.9559927514,2.7541362798,"[""Techno Industrial Neon"", ""Mathcore Dissonant Onslaught"", ""Sludge Metal Chaos""]","[0.901580757092752, 0.894867771988938, 0.8624092101108054]","[0.4289638255348664, 0.3750700807588805, 0.1959660937062532]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,857,Cool Jazz Blue,5,5,0.05,ok,,0.19507694992746769,0.7777777777777778,0.64,0.8424612342596339,0.3333333333333333,7.6855164029,0.3354669085,0.9281891922,4.0577973706,"[""Techno Industrial Neon"", ""Mathcore Dissonant Onslaught"", ""Sludge Metal Chaos"", ""Cool Jazz Smoky"", ""Power Metal Epic Doom""]","[0.901580757092752, 0.894867771988938, 0.8624092101108054, 0.8528772603893069, 0.8365157539154654]","[0.3354669085475556, 0.293319839555181, 0.15325334147653896, 0.12665329392934968, 0.0913066164913748]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,400,Karaoke Pop,3,3,0.05,ok,,0.07456181308753335,0.9230769230769231,0.9117647058823529,0.9874738242218235,1.0,1.472361987,0.3769735548,0.9845458115,2.9061616999,"[""Zouk Rhythm"", ""Sophisti-Pop"", ""Persian Classical Fusion""]","[0.772046811073469, 0.7717026747316911, 0.751238078515386]","[0.3769735548318117, 0.37438785736180613, 0.2486385878063822]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,400,Karaoke Pop,5,5,0.05,ok,,0.06317990272861618,0.9230769230769231,0.9117647058823529,0.9910189035470633,1.0,1.3159149148,0.2803599285,0.963114046,4.4751780871,"[""Zouk Rhythm"", ""Sophisti-Pop"", ""Persian Classical Fusion"", ""Schlager Pop"", ""Italo Disco""]","[0.772046811073469, 0.7717026747316911, 0.751238078515386, 0.7373954744749349, 0.7279616857099063]","[0.2803599284671917, 0.2784369130502296, 0.18491561489686328, 0.14019684972942756, 0.1160906938562877]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,699,Spectral Freeze Drift,3,3,0.05,ok,,0.2996548029470798,0.5961538461538461,0.4642857142857143,0.776712472791786,0.5714285714285714,11.139101451,0.3645790987,0.9976204336,2.9843318944,"[""Celtic Folk Sahara"", ""Modular Hybrid Aether"", ""Chamber Pop Charm""]","[0.8362172428605348, 0.8311831899102378, 0.827420202270156]","[0.3645790987321978, 0.3296602158354404, 0.3057606854323618]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,699,Spectral Freeze Drift,5,5,0.05,ok,,0.31322451947195007,0.5961538461538461,0.4642857142857143,0.7514898732895348,0.5714285714285714,11.6614387198,0.2529907873,0.9818108501,4.74476611,"[""Celtic Folk Sahara"", ""Modular Hybrid Aether"", ""Chamber Pop Charm"", ""Indian Classical Sitar Mystic"", ""Middle Eastern Heritage""]","[0.8362172428605348, 0.8311831899102378, 0.827420202270156, 0.8215954607665128, 0.7977569399413857]","[0.2529907872581123, 0.22875967882390766, 0.21217518170709565, 0.18884327385425292, 0.11723107835663142]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,1005,Indie Pop Jangle Radio,3,3,0.05,ok,,0.14643564851707314,0.7906976744186046,0.6666666666666666,0.9205350945664755,0.8,3.7245726919,0.4132819487,0.9861889381,2.9097880243,"[""Latin Rock Fusion Andean"", ""Granular Texture Flux"", ""Folk Metal Acoustic Mayhem""]","[0.8292937461142401, 0.8153463432746118, 0.8087504963149409]","[0.41328194865831036, 0.3126805266461258, 0.27403752469556397]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,1005,Indie Pop Jangle Radio,5,5,0.05,ok,,0.15319935161029985,0.7674418604651163,0.625,0.9132343733850222,0.8,4.034801163,0.267864912,0.9908366903,4.8478609217,"[""Latin Rock Fusion Andean"", ""Granular Texture Flux"", ""Folk Metal Acoustic Mayhem"", ""Deathcore Breakdown Fury"", ""Prepared Guitar Aether""]","[0.8292937461142401, 0.8153463432746118, 0.8087504963149409, 0.8086718511312116, 0.807872545655046]","[0.2678649119767664, 0.20266102117167623, 0.17761491318266448, 0.17733576162986228, 0.1745233920390307]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,849,Acid Jazz Funk Blue,3,3,0.05,ok,,0.08891247545748769,0.8205128205128205,0.7083333333333334,0.9786918816587241,1.0,1.6044919111,0.3531484799,0.9989486511,2.9930857438,"[""Free Jazz Avantgarde Improv"", ""Funeral Doom Mayhem"", ""Indie Pop Jangle Shimmer""]","[0.839294555967587, 0.8363483351354695, 0.8334055847922025]","[0.3531484798856622, 0.3329406263251938, 0.313910893789144]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,849,Acid Jazz Funk Blue,5,5,0.05,ok,,0.06246303658649364,0.8974358974358975,0.8333333333333334,0.9898208712238615,1.0,1.1067647224,0.2240928498,0.9979823819,4.9675808008,"[""Free Jazz Avantgarde Improv"", ""Funeral Doom Mayhem"", ""Indie Pop Jangle Shimmer"", ""Cool Jazz Groove"", ""Contemporary Jazz Blue""]","[0.839294555967587, 0.8363483351354695, 0.8334055847922025, 0.829112253806199, 0.8290671064593553]","[0.22409284981429098, 0.21126981431811273, 0.19919436379773156, 0.18280397993238548, 0.18263899213747925]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,972,Nashville Session Honky,3,3,0.05,ok,,0.05070405853235478,0.8974358974358975,0.8333333333333334,0.9926117345331019,1.0,0.9475827001,0.5033443462,0.9272310737,2.5915768851,"[""Lo-Fi Bedroom Pop Dream"", ""Latin Jazz Groove"", ""Cool Jazz Nocturne""]","[0.836296498267106, 0.8130300837576001, 0.7850445617503736]","[0.5033443462237684, 0.31606447596127346, 0.18059117781495806]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,972,Nashville Session Honky,5,5,0.05,ok,,0.0416496119229941,0.9230769230769231,0.875,0.9946835053592472,1.0,0.7831179603,0.3747675093,0.9342038114,4.0553313866,"[""Lo-Fi Bedroom Pop Dream"", ""Latin Jazz Groove"", ""Cool Jazz Nocturne"", ""Latin Jazz Nocturne"", ""Philadelphia Soul Smooth""]","[0.836296498267106, 0.8130300837576001, 0.7850445617503736, 0.784463018696488, 0.7804030224103544]","[0.3747675092571101, 0.235327360502429, 0.1344600498868657, 0.13290522324013523, 0.12253985711346001]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,716,Overtone Drone Glitch,3,3,0.05,ok,,0.22858856977657854,0.5957446808510638,0.5357142857142857,0.8750772678697003,0.7142857142857143,7.8563120922,0.4110537031,0.9880318816,2.9206004152,"[""Latin Rock Fusion Moonrise"", ""Reverse Ambient Glitch"", ""Hyperpop Glitch Beat""]","[0.7246013087774881, 0.7080629021067273, 0.7077857265047903]","[0.41105370307121075, 0.29528935409599233, 0.2936569428327969]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,716,Overtone Drone Glitch,5,5,0.05,ok,,0.2751899166491492,0.5961538461538461,0.4642857142857143,0.7868307076065398,0.5714285714285714,10.6127501249,0.2845114966,0.9829846378,4.7299294659,"[""Latin Rock Fusion Moonrise"", ""Reverse Ambient Glitch"", ""Hyperpop Glitch Beat"", ""Bossa Nova Acoustic Andean"", ""Motown Soul Motown""]","[0.7246013087774881, 0.7080629021067273, 0.7077857265047903, 0.6941809708479452, 0.6935885383822012]","[0.2845114966451997, 0.2043850121031283, 0.20325513596246314, 0.15483606377728018, 0.15301229151192863]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,919,Southern Soul Gospel Motown,3,3,0.05,ok,,0.04425275116620097,0.9487179487179487,0.9166666666666666,0.9938301433918668,1.0,0.7578790865,0.4783972975,0.9547785754,2.7217552734,"[""Complex Jazz Fusion Smoky"", ""Complex Jazz Fusion Improv"", ""UK Garage Beat""]","[0.8788659688439499, 0.854901794854718, 0.8412302265991888]","[0.47839729752358945, 0.29623648579721246, 0.22536621667919818]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,919,Southern Soul Gospel Motown,5,5,0.05,ok,,0.04266397944840318,0.9230769230769231,0.875,0.9942690868743669,1.0,0.7441805019,0.3576483215,0.9469281267,4.2155544056,"[""Complex Jazz Fusion Smoky"", ""Complex Jazz Fusion Improv"", ""UK Garage Beat"", ""Free Jazz Avantgarde Vibe"", ""UK Garage Bass""]","[0.8788659688439499, 0.854901794854718, 0.8412302265991888, 0.8279319973594378, 0.8256059089458312]","[0.3576483214636872, 0.22146546907792725, 0.16848307782500055, 0.12913659648493192, 0.1232665351484531]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,1022,Chamber Pop Indie,3,3,0.05,ok,,0.11869375113464126,0.7435897435897436,0.625,0.9556516016621647,1.0,2.3947192615,0.4048547405,0.9794717864,2.8756758592,"[""Prepared Guitar Void"", ""Indie Pop Jangle Dream"", ""Free Jazz Avantgarde Velvet""]","[0.8581993953946916, 0.8517155365360618, 0.8319567824520964]","[0.40485474050854603, 0.3556158802228216, 0.23952937926863244]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,1022,Chamber Pop Indie,5,5,0.05,ok,,0.0938866835622438,0.7948717948717948,0.7083333333333334,0.9700990846624015,1.0,1.9564557957,0.3116662899,0.9464972417,4.2825103196,"[""Prepared Guitar Void"", ""Indie Pop Jangle Dream"", ""Free Jazz Avantgarde Velvet"", ""Mathcore Dissonant Rage"", ""Bluegrass Flatpick Pickin""]","[0.8581993953946916, 0.8517155365360618, 0.8319567824520964, 0.8169938492749536, 0.7979863404961232]","[0.311666289866516, 0.2737611071749883, 0.18439510639522422, 0.13670456114141058, 0.093472935421861]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,862,Cool Jazz Improv,3,3,0.05,ok,,0.030830209309400166,0.9743589743589743,0.9583333333333334,0.9967023250106325,1.0,0.5465464607,0.5213165145,0.9262981246,2.5681406913,"[""Memphis Soul Smooth"", ""Japanese Enka Mystic"", ""Country Telecaster Honky""]","[0.7634786910618857, 0.7321089662572531, 0.7156541871544565]","[0.5213165145225901, 0.2783732599113276, 0.20031022556608227]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,862,Cool Jazz Improv,5,5,0.05,ok,,0.03756261502020801,0.9487179487179487,0.9166666666666666,0.9950504693903585,1.0,0.6439756991,0.3830681859,0.9382177858,4.0747960422,"[""Memphis Soul Smooth"", ""Japanese Enka Mystic"", ""Country Telecaster Honky"", ""Lo-Fi Bedroom Pop Radio"", ""Philadelphia Soul Gospel""]","[0.7634786910618857, 0.7321089662572531, 0.7156541871544565, 0.7106558317522895, 0.7102094816083967]","[0.3830681859292002, 0.2045512403977549, 0.14718980234289702, 0.13318722142943967, 0.13200354990070817]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,39,Symphonic Metal,3,3,0.05,ok,,0.31654586535083823,0.7272727272727273,0.5909090909090909,0.6284544916832051,0.2857142857142857,11.5407637326,0.3333333333,1.0,3.0,"[""Ambient Swells - Cloud Reverb Pass"", ""Ambient Swells"", ""Ambient Swells Ethereal""]","[0.9954690005828385, 0.9954690005828384, 0.9954690005828384]","[0.33333333333333415, 0.3333333333333329, 0.3333333333333329]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,39,Symphonic Metal,5,5,0.05,ok,,0.31438849648576256,0.7272727272727273,0.5909090909090909,0.6317691913612901,0.2857142857142857,11.4514386563,0.2,1.0,5.0,"[""Ambient Swells - Cloud Reverb Pass"", ""Ambient Swells"", ""Ambient Swells Ethereal"", ""Ambient Swells - Ethereal Wash Mix"", ""Ambient Swells - Wide Bloom Take""]","[0.9954690005828385, 0.9954690005828384, 0.9954690005828384, 0.9954690005828384, 0.9954690005828384]","[0.20000000000000057, 0.19999999999999984, 0.19999999999999984, 0.19999999999999984, 0.19999999999999984]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,945,Soul Clap Groove,3,3,0.05,ok,,0.07509137899373153,0.8461538461538461,0.75,0.9824620765472347,1.0,1.4043048026,0.3808591701,0.9857079857,2.9126914713,"[""Power Pop Indie"", ""Drum and Bass Synth"", ""Afrobeat Guitar Mystic""]","[0.8299157491230285, 0.8280667233846701, 0.8092872994719899]","[0.3808591700823972, 0.3670320447724266, 0.25210878514517615]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,945,Soul Clap Groove,5,5,0.05,ok,,0.06843861499340999,0.8717948717948718,0.7916666666666666,0.9854620181297655,1.0,1.2733883672,0.2641033222,0.9802732305,4.7012460905,"[""Power Pop Indie"", ""Drum and Bass Synth"", ""Afrobeat Guitar Mystic"", ""Drum and Bass Bass"", ""Contemporary Jazz Velvet""]","[0.8299157491230285, 0.8280667233846701, 0.8092872994719899, 0.8081856413621475, 0.7965644069412892]","[0.2641033221606087, 0.2545150280688471, 0.1748225405425088, 0.17101277189931371, 0.13554633732872173]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,153,Lo-Fi House,3,3,0.05,ok,,0.203158873698264,0.7,0.8636363636363636,0.8299075346414506,0.3333333333333333,11.0527387878,0.4172567147,0.9837236011,2.8951652724,"[""Soft Grunge"", ""Jazzy Hip Hop"", ""Electronic Body Music""]","[0.7193695842369624, 0.7059137863187073, 0.6964699005315149]","[0.4172567146670393, 0.3188069339124268, 0.2639363514205339]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,153,Lo-Fi House,5,5,0.05,ok,,0.20453431432536553,0.6833333333333333,0.8181818181818182,0.8288950279369403,0.3333333333333333,11.2061421378,0.2851762152,0.9824680286,4.7219470582,"[""Soft Grunge"", ""Jazzy Hip Hop"", ""Electronic Body Music"", ""Old Time Radio"", ""Ukrainian Folk""]","[0.7193695842369624, 0.7059137863187073, 0.6964699005315149, 0.6938602286466731, 0.6856645423847358]","[0.285176215212938, 0.21789021386830415, 0.18038863632256258, 0.1712150170693863, 0.14532991752680888]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,897,Motown Soul Groove,3,3,0.05,ok,,0.058255020597356974,0.8974358974358975,0.8333333333333334,0.9896744363040876,1.0,1.0327712132,0.5267361801,0.9066312465,2.4970143989,"[""Neo-Soul Rhythm Sweet"", ""Free Jazz Avantgarde Smoky"", ""Chicago Soul Motown""]","[0.8277216055106961, 0.8013636684222061, 0.7688719163069886]","[0.5267361800597392, 0.31092168828983247, 0.16234213165042832]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,897,Motown Soul Groove,5,5,0.05,ok,,0.05576597384221402,0.8974358974358975,0.8333333333333334,0.9906558048473372,1.0,1.0468418079,0.420636965,0.8930730366,3.6272641639,"[""Neo-Soul Rhythm Sweet"", ""Free Jazz Avantgarde Smoky"", ""Chicago Soul Motown"", ""Contemporary Jazz Improv"", ""Lo-Fi Bedroom Pop Charm""]","[0.8277216055106961, 0.8013636684222061, 0.7688719163069886, 0.757408113836954, 0.7550587813156231]","[0.4206369649953325, 0.24829347264246604, 0.1296419424626654, 0.10307947702386923, 0.09834814287566686]",epr_rcpp_softmax_topk_observed_kb_range
